602  ìœè¨ñq                                                     2020ï‚ê≥    -7
202110 5 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 5 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 510 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 511 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 512 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 513 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 514 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 515 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 516 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 517 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 518 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 519 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 51940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 520 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 521 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 522 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 523 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 52340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 6 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 610 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 611 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 612 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 613 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 614 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 615 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 616 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 617 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 618 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 619 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 61940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 620 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 621 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 622 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 623 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 62340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 7 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 710 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 711 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 712 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 713 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 714 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 715 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 716 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 717 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 718 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 719 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 71940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 720 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 721 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 722 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 723 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 72340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 2 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 3 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 4 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 5 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 6 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 7 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 8 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 9 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 8 940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 810 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 811 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 812 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 813 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 814 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81420  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81440  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 815 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81520  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81540  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 816 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81620  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81640  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 817 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81720  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81740  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 818 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81820  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81840  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 819 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81920  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 81940  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 820 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 821 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 822 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82220  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82240  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 823 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82320  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 82340  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 0 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 020  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 040  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 1 0  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 120  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
202110 9 140  9999  9999 99.99 999.9 99.99 999.9 99.99 999.9 99.99 999.9  9999
